Study	Species	Taxonomic.group	Local.extinction	AC_4.5_2070_MinimumShift_DispersalCorrected_0.95	AC_4.5_2070_ToleranceDispersalShift_0.95	AC_8.5_2070_MinimumShift_DispersalCorrected_0.95	AC_8.5_2070_ToleranceDispersalShift_0.95	BC_2.6_2070_MinimumShift_DispersalCorrected_0.95	BC_2.6_2070_ToleranceDispersalShift_0.95	BC_4.5_2070_MinimumShift_DispersalCorrected_0.95	BC_4.5_2070_ToleranceDispersalShift_0.95	BC_6.0_2070_MinimumShift_DispersalCorrected_0.95	BC_6.0_2070_ToleranceDispersalShift_0.95	BC_8.5_2070_MinimumShift_DispersalCorrected_0.95	BC_8.5_2070_ToleranceDispersalShift_0.95	CC_2.6_2070_MinimumShift_DispersalCorrected_0.95	CC_2.6_2070_ToleranceDispersalShift_0.95	CC_4.5_2070_MinimumShift_DispersalCorrected_0.95	CC_4.5_2070_ToleranceDispersalShift_0.95	CC_6.0_2070_MinimumShift_DispersalCorrected_0.95	CC_6.0_2070_ToleranceDispersalShift_0.95	CC_8.5_2070_MinimumShift_DispersalCorrected_0.95	CC_8.5_2070_ToleranceDispersalShift_0.95	CE_4.5_2070_MinimumShift_DispersalCorrected_0.95	CE_4.5_2070_ToleranceDispersalShift_0.95	CN_2.6_2070_MinimumShift_DispersalCorrected_0.95	CN_2.6_2070_ToleranceDispersalShift_0.95	CN_4.5_2070_MinimumShift_DispersalCorrected_0.95	CN_4.5_2070_ToleranceDispersalShift_0.95	CN_8.5_2070_MinimumShift_DispersalCorrected_0.95	CN_8.5_2070_ToleranceDispersalShift_0.95	GD_2.6_2070_MinimumShift_DispersalCorrected_0.95	GD_2.6_2070_ToleranceDispersalShift_0.95	GD_4.5_2070_MinimumShift_DispersalCorrected_0.95	GD_4.5_2070_ToleranceDispersalShift_0.95	GD_6.0_2070_MinimumShift_DispersalCorrected_0.95	GD_6.0_2070_ToleranceDispersalShift_0.95	GF_2.6_2070_MinimumShift_DispersalCorrected_0.95	GF_2.6_2070_ToleranceDispersalShift_0.95	GF_4.5_2070_MinimumShift_DispersalCorrected_0.95	GF_4.5_2070_ToleranceDispersalShift_0.95	GF_8.5_2070_MinimumShift_DispersalCorrected_0.95	GF_8.5_2070_ToleranceDispersalShift_0.95	GS_2.6_2070_MinimumShift_DispersalCorrected_0.95	GS_2.6_2070_ToleranceDispersalShift_0.95	GS_4.5_2070_MinimumShift_DispersalCorrected_0.95	GS_4.5_2070_ToleranceDispersalShift_0.95	GS_6.0_2070_MinimumShift_DispersalCorrected_0.95	GS_6.0_2070_ToleranceDispersalShift_0.95	GS_8.5_2070_MinimumShift_DispersalCorrected_0.95	GS_8.5_2070_ToleranceDispersalShift_0.95	HD_2.6_2070_MinimumShift_DispersalCorrected_0.95	HD_2.6_2070_ToleranceDispersalShift_0.95	HD_4.5_2070_MinimumShift_DispersalCorrected_0.95	HD_4.5_2070_ToleranceDispersalShift_0.95	HD_6.0_2070_MinimumShift_DispersalCorrected_0.95	HD_6.0_2070_ToleranceDispersalShift_0.95	HD_8.5_2070_MinimumShift_DispersalCorrected_0.95	HD_8.5_2070_ToleranceDispersalShift_0.95	HE_2.6_2070_MinimumShift_DispersalCorrected_0.95	HE_2.6_2070_ToleranceDispersalShift_0.95	HE_4.5_2070_MinimumShift_DispersalCorrected_0.95	HE_4.5_2070_ToleranceDispersalShift_0.95	HE_6.0_2070_MinimumShift_DispersalCorrected_0.95	HE_6.0_2070_ToleranceDispersalShift_0.95	HE_8.5_2070_MinimumShift_DispersalCorrected_0.95	HE_8.5_2070_ToleranceDispersalShift_0.95	HG_4.5_2070_MinimumShift_DispersalCorrected_0.95	HG_4.5_2070_ToleranceDispersalShift_0.95	HG_8.5_2070_MinimumShift_DispersalCorrected_0.95	HG_8.5_2070_ToleranceDispersalShift_0.95	IN_4.5_2070_MinimumShift_DispersalCorrected_0.95	IN_4.5_2070_ToleranceDispersalShift_0.95	IN_8.5_2070_MinimumShift_DispersalCorrected_0.95	IN_8.5_2070_ToleranceDispersalShift_0.95	IP_2.6_2070_MinimumShift_DispersalCorrected_0.95	IP_2.6_2070_ToleranceDispersalShift_0.95	IP_4.5_2070_MinimumShift_DispersalCorrected_0.95	IP_4.5_2070_ToleranceDispersalShift_0.95	IP_6.0_2070_MinimumShift_DispersalCorrected_0.95	IP_6.0_2070_ToleranceDispersalShift_0.95	IP_8.5_2070_MinimumShift_DispersalCorrected_0.95	IP_8.5_2070_ToleranceDispersalShift_0.95	MC_2.6_2070_MinimumShift_DispersalCorrected_0.95	MC_2.6_2070_ToleranceDispersalShift_0.95	MC_4.5_2070_MinimumShift_DispersalCorrected_0.95	MC_4.5_2070_ToleranceDispersalShift_0.95	MC_6.0_2070_MinimumShift_DispersalCorrected_0.95	MC_6.0_2070_ToleranceDispersalShift_0.95	MC_8.5_2070_MinimumShift_DispersalCorrected_0.95	MC_8.5_2070_ToleranceDispersalShift_0.95	MG_2.6_2070_MinimumShift_DispersalCorrected_0.95	MG_2.6_2070_ToleranceDispersalShift_0.95	MG_4.5_2070_MinimumShift_DispersalCorrected_0.95	MG_4.5_2070_ToleranceDispersalShift_0.95	MG_6.0_2070_MinimumShift_DispersalCorrected_0.95	MG_6.0_2070_ToleranceDispersalShift_0.95	MG_8.5_2070_MinimumShift_DispersalCorrected_0.95	MG_8.5_2070_ToleranceDispersalShift_0.95	MI_2.6_2070_MinimumShift_DispersalCorrected_0.95	MI_2.6_2070_ToleranceDispersalShift_0.95	MI_4.5_2070_MinimumShift_DispersalCorrected_0.95	MI_4.5_2070_ToleranceDispersalShift_0.95	MI_6.0_2070_MinimumShift_DispersalCorrected_0.95	MI_6.0_2070_ToleranceDispersalShift_0.95	MI_8.5_2070_MinimumShift_DispersalCorrected_0.95	MI_8.5_2070_ToleranceDispersalShift_0.95	MP_2.6_2070_MinimumShift_DispersalCorrected_0.95	MP_2.6_2070_ToleranceDispersalShift_0.95	MP_4.5_2070_MinimumShift_DispersalCorrected_0.95	MP_4.5_2070_ToleranceDispersalShift_0.95	MP_8.5_2070_MinimumShift_DispersalCorrected_0.95	MP_8.5_2070_ToleranceDispersalShift_0.95	MR_2.6_2070_MinimumShift_DispersalCorrected_0.95	MR_2.6_2070_ToleranceDispersalShift_0.95	MR_4.5_2070_MinimumShift_DispersalCorrected_0.95	MR_4.5_2070_ToleranceDispersalShift_0.95	MR_6.0_2070_MinimumShift_DispersalCorrected_0.95	MR_6.0_2070_ToleranceDispersalShift_0.95	MR_8.5_2070_MinimumShift_DispersalCorrected_0.95	MR_8.5_2070_ToleranceDispersalShift_0.95	NO_2.6_2070_MinimumShift_DispersalCorrected_0.95	NO_2.6_2070_ToleranceDispersalShift_0.95	NO_4.5_2070_MinimumShift_DispersalCorrected_0.95	NO_4.5_2070_ToleranceDispersalShift_0.95	NO_6.0_2070_MinimumShift_DispersalCorrected_0.95	NO_6.0_2070_ToleranceDispersalShift_0.95	NO_8.5_2070_MinimumShift_DispersalCorrected_0.95	NO_8.5_2070_ToleranceDispersalShift_0.95	AC_4.5_2070_MinimumShift_DispersalCorrected_0.5	AC_4.5_2070_ToleranceDispersalShift_0.5	AC_8.5_2070_MinimumShift_DispersalCorrected_0.5	AC_8.5_2070_ToleranceDispersalShift_0.5	BC_2.6_2070_MinimumShift_DispersalCorrected_0.5	BC_2.6_2070_ToleranceDispersalShift_0.5	BC_4.5_2070_MinimumShift_DispersalCorrected_0.5	BC_4.5_2070_ToleranceDispersalShift_0.5	BC_6.0_2070_MinimumShift_DispersalCorrected_0.5	BC_6.0_2070_ToleranceDispersalShift_0.5	BC_8.5_2070_MinimumShift_DispersalCorrected_0.5	BC_8.5_2070_ToleranceDispersalShift_0.5	CC_2.6_2070_MinimumShift_DispersalCorrected_0.5	CC_2.6_2070_ToleranceDispersalShift_0.5	CC_4.5_2070_MinimumShift_DispersalCorrected_0.5	CC_4.5_2070_ToleranceDispersalShift_0.5	CC_6.0_2070_MinimumShift_DispersalCorrected_0.5	CC_6.0_2070_ToleranceDispersalShift_0.5	CC_8.5_2070_MinimumShift_DispersalCorrected_0.5	CC_8.5_2070_ToleranceDispersalShift_0.5	CE_4.5_2070_MinimumShift_DispersalCorrected_0.5	CE_4.5_2070_ToleranceDispersalShift_0.5	CN_2.6_2070_MinimumShift_DispersalCorrected_0.5	CN_2.6_2070_ToleranceDispersalShift_0.5	CN_4.5_2070_MinimumShift_DispersalCorrected_0.5	CN_4.5_2070_ToleranceDispersalShift_0.5	CN_8.5_2070_MinimumShift_DispersalCorrected_0.5	CN_8.5_2070_ToleranceDispersalShift_0.5	GD_2.6_2070_MinimumShift_DispersalCorrected_0.5	GD_2.6_2070_ToleranceDispersalShift_0.5	GD_4.5_2070_MinimumShift_DispersalCorrected_0.5	GD_4.5_2070_ToleranceDispersalShift_0.5	GD_6.0_2070_MinimumShift_DispersalCorrected_0.5	GD_6.0_2070_ToleranceDispersalShift_0.5	GF_2.6_2070_MinimumShift_DispersalCorrected_0.5	GF_2.6_2070_ToleranceDispersalShift_0.5	GF_4.5_2070_MinimumShift_DispersalCorrected_0.5	GF_4.5_2070_ToleranceDispersalShift_0.5	GF_8.5_2070_MinimumShift_DispersalCorrected_0.5	GF_8.5_2070_ToleranceDispersalShift_0.5	GS_2.6_2070_MinimumShift_DispersalCorrected_0.5	GS_2.6_2070_ToleranceDispersalShift_0.5	GS_4.5_2070_MinimumShift_DispersalCorrected_0.5	GS_4.5_2070_ToleranceDispersalShift_0.5	GS_6.0_2070_MinimumShift_DispersalCorrected_0.5	GS_6.0_2070_ToleranceDispersalShift_0.5	GS_8.5_2070_MinimumShift_DispersalCorrected_0.5	GS_8.5_2070_ToleranceDispersalShift_0.5	HD_2.6_2070_MinimumShift_DispersalCorrected_0.5	HD_2.6_2070_ToleranceDispersalShift_0.5	HD_4.5_2070_MinimumShift_DispersalCorrected_0.5	HD_4.5_2070_ToleranceDispersalShift_0.5	HD_6.0_2070_MinimumShift_DispersalCorrected_0.5	HD_6.0_2070_ToleranceDispersalShift_0.5	HD_8.5_2070_MinimumShift_DispersalCorrected_0.5	HD_8.5_2070_ToleranceDispersalShift_0.5	HE_2.6_2070_MinimumShift_DispersalCorrected_0.5	HE_2.6_2070_ToleranceDispersalShift_0.5	HE_4.5_2070_MinimumShift_DispersalCorrected_0.5	HE_4.5_2070_ToleranceDispersalShift_0.5	HE_6.0_2070_MinimumShift_DispersalCorrected_0.5	HE_6.0_2070_ToleranceDispersalShift_0.5	HE_8.5_2070_MinimumShift_DispersalCorrected_0.5	HE_8.5_2070_ToleranceDispersalShift_0.5	HG_4.5_2070_MinimumShift_DispersalCorrected_0.5	HG_4.5_2070_ToleranceDispersalShift_0.5	HG_8.5_2070_MinimumShift_DispersalCorrected_0.5	HG_8.5_2070_ToleranceDispersalShift_0.5	IN_4.5_2070_MinimumShift_DispersalCorrected_0.5	IN_4.5_2070_ToleranceDispersalShift_0.5	IN_8.5_2070_MinimumShift_DispersalCorrected_0.5	IN_8.5_2070_ToleranceDispersalShift_0.5	IP_2.6_2070_MinimumShift_DispersalCorrected_0.5	IP_2.6_2070_ToleranceDispersalShift_0.5	IP_4.5_2070_MinimumShift_DispersalCorrected_0.5	IP_4.5_2070_ToleranceDispersalShift_0.5	IP_6.0_2070_MinimumShift_DispersalCorrected_0.5	IP_6.0_2070_ToleranceDispersalShift_0.5	IP_8.5_2070_MinimumShift_DispersalCorrected_0.5	IP_8.5_2070_ToleranceDispersalShift_0.5	MC_2.6_2070_MinimumShift_DispersalCorrected_0.5	MC_2.6_2070_ToleranceDispersalShift_0.5	MC_4.5_2070_MinimumShift_DispersalCorrected_0.5	MC_4.5_2070_ToleranceDispersalShift_0.5	MC_6.0_2070_MinimumShift_DispersalCorrected_0.5	MC_6.0_2070_ToleranceDispersalShift_0.5	MC_8.5_2070_MinimumShift_DispersalCorrected_0.5	MC_8.5_2070_ToleranceDispersalShift_0.5	MG_2.6_2070_MinimumShift_DispersalCorrected_0.5	MG_2.6_2070_ToleranceDispersalShift_0.5	MG_4.5_2070_MinimumShift_DispersalCorrected_0.5	MG_4.5_2070_ToleranceDispersalShift_0.5	MG_6.0_2070_MinimumShift_DispersalCorrected_0.5	MG_6.0_2070_ToleranceDispersalShift_0.5	MG_8.5_2070_MinimumShift_DispersalCorrected_0.5	MG_8.5_2070_ToleranceDispersalShift_0.5	MI_2.6_2070_MinimumShift_DispersalCorrected_0.5	MI_2.6_2070_ToleranceDispersalShift_0.5	MI_4.5_2070_MinimumShift_DispersalCorrected_0.5	MI_4.5_2070_ToleranceDispersalShift_0.5	MI_6.0_2070_MinimumShift_DispersalCorrected_0.5	MI_6.0_2070_ToleranceDispersalShift_0.5	MI_8.5_2070_MinimumShift_DispersalCorrected_0.5	MI_8.5_2070_ToleranceDispersalShift_0.5	MP_2.6_2070_MinimumShift_DispersalCorrected_0.5	MP_2.6_2070_ToleranceDispersalShift_0.5	MP_4.5_2070_MinimumShift_DispersalCorrected_0.5	MP_4.5_2070_ToleranceDispersalShift_0.5	MP_8.5_2070_MinimumShift_DispersalCorrected_0.5	MP_8.5_2070_ToleranceDispersalShift_0.5	MR_2.6_2070_MinimumShift_DispersalCorrected_0.5	MR_2.6_2070_ToleranceDispersalShift_0.5	MR_4.5_2070_MinimumShift_DispersalCorrected_0.5	MR_4.5_2070_ToleranceDispersalShift_0.5	MR_6.0_2070_MinimumShift_DispersalCorrected_0.5	MR_6.0_2070_ToleranceDispersalShift_0.5	MR_8.5_2070_MinimumShift_DispersalCorrected_0.5	MR_8.5_2070_ToleranceDispersalShift_0.5	NO_2.6_2070_MinimumShift_DispersalCorrected_0.5	NO_2.6_2070_ToleranceDispersalShift_0.5	NO_4.5_2070_MinimumShift_DispersalCorrected_0.5	NO_4.5_2070_ToleranceDispersalShift_0.5	NO_6.0_2070_MinimumShift_DispersalCorrected_0.5	NO_6.0_2070_ToleranceDispersalShift_0.5	NO_8.5_2070_MinimumShift_DispersalCorrected_0.5	NO_8.5_2070_ToleranceDispersalShift_0.5
Brusca et al. (2013)	Agave schottii	Plant	Persisting	3,912	Extinction	4,712	Extinction	1,812	Persistence	2,912	Extinction	3,712	Extinction	4,812	Extinction	1,612	Persistence	2,812	Persistence	2,912	Extinction	4,012	Extinction	5,812	Extinction	1,512	Persistence	2,812	Persistence	3,912	Extinction	2,112	Persistence	2,612	Persistence	3,412	Extinction	5,012	Extinction	5,612	Extinction	8,912	Extinction	2,412	Persistence	4,012	Extinction	3,812	Extinction	5,512	Extinction	2,912	Extinction	4,012	Extinction	3,512	Extinction	4,812	Extinction	2,612	Persistence	3,612	Extinction	3,812	Extinction	5,312	Extinction	3,512	Extinction	5,712	Extinction	1,912	Persistence	3,812	Extinction	2,812	Persistence	3,512	Extinction	4,012	Extinction	6,212	Extinction	2,812	Persistence	3,912	Extinction	3,012	Extinction	5,012	Extinction	1,612	Persistence	1,912	Persistence	2,712	Persistence	4,412	Extinction	4,612	Extinction	4,112	Extinction	5,612	Extinction	6,512	Extinction	2,212	Persistence	2,912	Extinction	4,912	Extinction	4,212	Extinction	4,112	Extinction	5,812	Extinction	6,512	Extinction	2,612	Persistence	3,512	Extinction	3,612	Extinction	4,712	Extinction	3,912	Extinction	4,712	Extinction	1,812	Extinction	2,912	Extinction	3,712	Extinction	4,812	Extinction	1,612	Extinction	2,812	Extinction	2,912	Extinction	4,012	Extinction	5,812	Extinction	1,512	Extinction	2,812	Extinction	3,912	Extinction	2,112	Extinction	2,612	Extinction	3,412	Extinction	5,012	Extinction	5,612	Extinction	8,912	Extinction	2,412	Extinction	4,012	Extinction	3,812	Extinction	5,512	Extinction	2,912	Extinction	4,012	Extinction	3,512	Extinction	4,812	Extinction	2,612	Extinction	3,612	Extinction	3,812	Extinction	5,312	Extinction	3,512	Extinction	5,712	Extinction	1,912	Extinction	3,812	Extinction	2,812	Extinction	3,512	Extinction	4,012	Extinction	6,212	Extinction	2,812	Extinction	3,912	Extinction	3,012	Extinction	5,012	Extinction	1,612	Extinction	1,912	Extinction	2,712	Extinction	4,412	Extinction	4,612	Extinction	4,112	Extinction	5,612	Extinction	6,512	Extinction	2,212	Extinction	2,912	Extinction	4,912	Extinction	4,212	Extinction	4,112	Extinction	5,812	Extinction	6,512	Extinction	2,612	Extinction	3,512	Extinction	3,612	Extinction	4,712	Extinction
Brusca et al. (2013)	Arceuthobium vaginatum	Plant	Local extinction	3,177	Extinction	4,177	Extinction	1,277	Persistence	2,377	Persistence	2,977	Extinction	4,077	Extinction	1,077	Persistence	2,177	Persistence	2,377	Persistence	3,477	Extinction	5,177	Extinction	0,977	Persistence	1,977	Persistence	3,177	Extinction	1,577	Persistence	1,877	Persistence	2,877	Extinction	4,477	Extinction	5,077	Extinction	8,277	Extinction	1,877	Persistence	3,177	Extinction	2,977	Extinction	4,777	Extinction	2,177	Persistence	3,477	Extinction	2,977	Extinction	4,277	Extinction	1,977	Persistence	2,877	Extinction	3,077	Extinction	4,577	Extinction	2,877	Extinction	4,977	Extinction	1,377	Persistence	3,077	Extinction	2,277	Persistence	2,977	Extinction	3,477	Extinction	5,677	Extinction	2,077	Persistence	3,177	Extinction	2,477	Persistence	4,277	Extinction	0,977	Persistence	1,377	Persistence	1,977	Persistence	3,777	Extinction	3,877	Extinction	3,477	Extinction	4,977	Extinction	5,777	Extinction	1,477	Persistence	2,277	Persistence	4,177	Extinction	3,477	Extinction	3,477	Extinction	5,277	Extinction	5,777	Extinction	1,877	Persistence	2,777	Persistence	3,077	Extinction	3,977	Extinction	3,177	Extinction	4,177	Extinction	1,277	Extinction	2,377	Extinction	2,977	Extinction	4,077	Extinction	1,077	Extinction	2,177	Extinction	2,377	Extinction	3,477	Extinction	5,177	Extinction	0,977	Extinction	1,977	Extinction	3,177	Extinction	1,577	Extinction	1,877	Extinction	2,877	Extinction	4,477	Extinction	5,077	Extinction	8,277	Extinction	1,877	Extinction	3,177	Extinction	2,977	Extinction	4,777	Extinction	2,177	Extinction	3,477	Extinction	2,977	Extinction	4,277	Extinction	1,977	Extinction	2,877	Extinction	3,077	Extinction	4,577	Extinction	2,877	Extinction	4,977	Extinction	1,377	Extinction	3,077	Extinction	2,277	Extinction	2,977	Extinction	3,477	Extinction	5,677	Extinction	2,077	Extinction	3,177	Extinction	2,477	Extinction	4,277	Extinction	0,977	Extinction	1,377	Extinction	1,977	Extinction	3,777	Extinction	3,877	Extinction	3,477	Extinction	4,977	Extinction	5,777	Extinction	1,477	Extinction	2,277	Extinction	4,177	Extinction	3,477	Extinction	3,477	Extinction	5,277	Extinction	5,777	Extinction	1,877	Extinction	2,777	Extinction	3,077	Extinction	3,977	Extinction
Brusca et al. (2013)	Arctostaphylos pungens	Plant	Persisting	1,626	Persistence	2,626	Persistence	-0,274	Persistence	0,826	Persistence	1,426	Persistence	2,526	Persistence	-0,474	Persistence	0,626	Persistence	0,826	Persistence	1,926	Persistence	3,626	Persistence	-0,574	Persistence	0,426	Persistence	1,626	Persistence	0,026	Persistence	0,326	Persistence	1,326	Persistence	2,926	Persistence	3,526	Persistence	6,726	Extinction	0,326	Persistence	1,626	Persistence	1,426	Persistence	3,226	Persistence	0,626	Persistence	1,926	Persistence	1,426	Persistence	2,726	Persistence	0,426	Persistence	1,326	Persistence	1,526	Persistence	3,026	Persistence	1,326	Persistence	3,426	Persistence	-0,174	Persistence	1,526	Persistence	0,726	Persistence	1,426	Persistence	1,926	Persistence	4,126	Persistence	0,526	Persistence	1,626	Persistence	0,926	Persistence	2,726	Persistence	-0,574	Persistence	-0,174	Persistence	0,426	Persistence	2,226	Persistence	2,326	Persistence	1,926	Persistence	3,426	Persistence	4,226	Persistence	-0,074	Persistence	0,726	Persistence	2,626	Persistence	1,926	Persistence	1,926	Persistence	3,726	Persistence	4,226	Persistence	0,326	Persistence	1,226	Persistence	1,526	Persistence	2,426	Persistence	1,626	Extinction	2,626	Extinction	-0,274	Persistence	0,826	Extinction	1,426	Extinction	2,526	Extinction	-0,474	Persistence	0,626	Extinction	0,826	Extinction	1,926	Extinction	3,626	Extinction	-0,574	Persistence	0,426	Persistence	1,626	Extinction	0,026	Persistence	0,326	Persistence	1,326	Extinction	2,926	Extinction	3,526	Extinction	6,726	Extinction	0,326	Persistence	1,626	Extinction	1,426	Extinction	3,226	Extinction	0,626	Extinction	1,926	Extinction	1,426	Extinction	2,726	Extinction	0,426	Persistence	1,326	Extinction	1,526	Extinction	3,026	Extinction	1,326	Extinction	3,426	Extinction	-0,174	Persistence	1,526	Extinction	0,726	Extinction	1,426	Extinction	1,926	Extinction	4,126	Extinction	0,526	Extinction	1,626	Extinction	0,926	Extinction	2,726	Extinction	-0,574	Persistence	-0,174	Persistence	0,426	Persistence	2,226	Extinction	2,326	Extinction	1,926	Extinction	3,426	Extinction	4,226	Extinction	-0,074	Persistence	0,726	Extinction	2,626	Extinction	1,926	Extinction	1,926	Extinction	3,726	Extinction	4,226	Extinction	0,326	Persistence	1,226	Extinction	1,526	Extinction	2,426	Extinction
Brusca et al. (2013)	Aristida ternipes var. ternipes	Plant	Local extinction	0,373	Persistence	1,273	Persistence	-1,627	Persistence	-0,527	Persistence	0,173	Persistence	1,273	Persistence	-1,827	Persistence	-0,727	Persistence	-0,527	Persistence	0,573	Persistence	2,273	Persistence	-1,927	Persistence	-0,727	Persistence	0,373	Persistence	-1,327	Persistence	-0,927	Persistence	-0,027	Persistence	1,573	Persistence	2,173	Persistence	5,473	Extinction	-1,027	Persistence	0,473	Persistence	0,273	Persistence	1,973	Persistence	-0,627	Persistence	0,573	Persistence	0,073	Persistence	1,373	Persistence	-0,927	Persistence	0,073	Persistence	0,273	Persistence	1,773	Persistence	-0,027	Persistence	2,173	Persistence	-1,527	Persistence	0,273	Persistence	-0,627	Persistence	0,073	Persistence	0,573	Persistence	2,773	Persistence	-0,727	Persistence	0,373	Persistence	-0,427	Persistence	1,473	Persistence	-1,827	Persistence	-1,527	Persistence	-0,827	Persistence	0,973	Persistence	1,073	Persistence	0,573	Persistence	2,073	Persistence	2,973	Persistence	-1,327	Persistence	-0,627	Persistence	1,373	Persistence	0,673	Persistence	0,573	Persistence	2,273	Persistence	2,973	Persistence	-0,927	Persistence	-0,027	Persistence	0,173	Persistence	1,173	Persistence	0,373	Persistence	1,273	Extinction	-1,627	Persistence	-0,527	Persistence	0,173	Persistence	1,273	Extinction	-1,827	Persistence	-0,727	Persistence	-0,527	Persistence	0,573	Extinction	2,273	Extinction	-1,927	Persistence	-0,727	Persistence	0,373	Persistence	-1,327	Persistence	-0,927	Persistence	-0,027	Persistence	1,573	Extinction	2,173	Extinction	5,473	Extinction	-1,027	Persistence	0,473	Persistence	0,273	Persistence	1,973	Extinction	-0,627	Persistence	0,573	Extinction	0,073	Persistence	1,373	Extinction	-0,927	Persistence	0,073	Persistence	0,273	Persistence	1,773	Extinction	-0,027	Persistence	2,173	Extinction	-1,527	Persistence	0,273	Persistence	-0,627	Persistence	0,073	Persistence	0,573	Extinction	2,773	Extinction	-0,727	Persistence	0,373	Persistence	-0,427	Persistence	1,473	Extinction	-1,827	Persistence	-1,527	Persistence	-0,827	Persistence	0,973	Extinction	1,073	Extinction	0,573	Extinction	2,073	Extinction	2,973	Extinction	-1,327	Persistence	-0,627	Persistence	1,373	Extinction	0,673	Extinction	0,573	Extinction	2,273	Extinction	2,973	Extinction	-0,927	Persistence	-0,027	Persistence	0,173	Persistence	1,173	Extinction
Brusca et al. (2013)	Bouteloua curtipendula	Plant	Persisting	5,410	Extinction	6,210	Extinction	3,310	Extinction	4,410	Extinction	5,210	Extinction	6,310	Extinction	3,110	Extinction	4,310	Extinction	4,410	Extinction	5,510	Extinction	7,310	Extinction	3,010	Extinction	4,310	Extinction	5,410	Extinction	3,610	Extinction	4,110	Extinction	4,910	Extinction	6,510	Extinction	7,110	Extinction	10,410	Extinction	3,910	Extinction	5,510	Extinction	5,310	Extinction	7,010	Extinction	4,410	Extinction	5,510	Extinction	5,010	Extinction	6,310	Extinction	4,110	Extinction	5,110	Extinction	5,310	Extinction	6,810	Extinction	5,010	Extinction	7,210	Extinction	3,410	Extinction	5,310	Extinction	4,310	Extinction	5,010	Extinction	5,510	Extinction	7,710	Extinction	4,310	Extinction	5,410	Extinction	4,510	Extinction	6,510	Extinction	3,110	Extinction	3,410	Extinction	4,210	Extinction	5,910	Extinction	6,110	Extinction	5,610	Extinction	7,110	Extinction	8,010	Extinction	3,710	Extinction	4,410	Extinction	6,410	Extinction	5,710	Extinction	5,610	Extinction	7,310	Extinction	8,010	Extinction	4,110	Extinction	5,010	Extinction	5,110	Extinction	6,210	Extinction	5,410	Extinction	6,210	Extinction	3,310	Extinction	4,410	Extinction	5,210	Extinction	6,310	Extinction	3,110	Extinction	4,310	Extinction	4,410	Extinction	5,510	Extinction	7,310	Extinction	3,010	Extinction	4,310	Extinction	5,410	Extinction	3,610	Extinction	4,110	Extinction	4,910	Extinction	6,510	Extinction	7,110	Extinction	10,410	Extinction	3,910	Extinction	5,510	Extinction	5,310	Extinction	7,010	Extinction	4,410	Extinction	5,510	Extinction	5,010	Extinction	6,310	Extinction	4,110	Extinction	5,110	Extinction	5,310	Extinction	6,810	Extinction	5,010	Extinction	7,210	Extinction	3,410	Extinction	5,310	Extinction	4,310	Extinction	5,010	Extinction	5,510	Extinction	7,710	Extinction	4,310	Extinction	5,410	Extinction	4,510	Extinction	6,510	Extinction	3,110	Extinction	3,410	Extinction	4,210	Extinction	5,910	Extinction	6,110	Extinction	5,610	Extinction	7,110	Extinction	8,010	Extinction	3,710	Extinction	4,410	Extinction	6,410	Extinction	5,710	Extinction	5,610	Extinction	7,310	Extinction	8,010	Extinction	4,110	Extinction	5,010	Extinction	5,110	Extinction	6,210	Extinction
